"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"38","Ryan Noonan - 4for4","46","30","132","122","137","123","-"
"39","Sky Guasco - Razzball","156","17","33","198","35","16","-"
"40","Nathan Jahnke - Pro Football Focus","137","59","43","66","2","15","-"
"41","Justin Weigal - Fantasy Sharks","128","75","17","133","146","128","-"
"42","Alex Godshall - Hooyah Sports","177","34","55","70","-","74","-"
"43","Pat Fitzmaurice - FantasyPros","153","38","62","98","56","44","-"
"44","Bart Wheeler - Hail to Fantasy Football","165","68","25","87","110","127","-"
"45","Matt Olson - 32 Beat Writers","22","145","39","95","-","-","-"
"46","Tera Roberts - Yahoo","55","103","49","112","43","131","-"
"47","Zach Brunner - FlurrySports","197","140","5","16","93","159","-"
"48","Clayton Cadieux - Fantasy Football From Up North","178","33","31","157","3","45","-"
"49","Justin Sablich - 5th Down Fantasy","162","76","37","47","10","50","-"
"50","Todd D Clark - The Fantasy Fix","21","9","162","222","-","-","-"
"51","David Biggs - Drink Five","151","28","97","92","4","34","-"
"52","Jorge B. Edwards - Fantasy In Frames","47","210","1","226","99","156","21"
"53","Kev Mahserejian - RotoBaller","234","50","4","154","51","93","-"
"54","Kyle Krajewski - First Seed Sports","113","71","84","58","109","4","-"
"55","Matt De Lima - DraftKings","31","78","128","97","-","-","8"
"56","Alfredo Brown - Footballguys","134","64","45","145","-","-","-"
"57","John Halpin - Carolina Panthers Radio Network","154","53","65","113","-","-","-"
"58","Andrew Seifter - FantasyPros","62","130","110","1","98","9","-"
"59","Bill Enright - Sports Illustrated","50","86","116","52","-","-","-"
"60","Adam Stark - Everyday Fantasy Football","18","133","69","172","-","-","-"
"61","Tyler Orginski - JWB Fantasy Football","105","24","151","88","-","-","-"
"62","KJ - Fantasy Team Advice","87","81","38","197","-","-","-"
"63","Chalk - The Undroppables","108","119","26","77","140","-","-"
"64","Billy Muzio - PlayerProfiler.com","41","22","177","156","115","125","-"
"65","Jonathan Stone - The Hateful 8","188","8","82","203","-","-","-"
"66","Pierre Camus - Fantasy Endgame","52","158","12","170","62","161","-"
"67","Mauricio Gutierrez - Estadio Fantasy","110","95","53","102","16","49","20"
"68","Schuyler Malak - JWB Fantasy Football","86","63","141","41","20","-","-"
"69","Mason Riney - RPO Football","15","171","147","6","133","103","3"
"70","Adam Murfet - 5 Yard Rush","2","173","175","93","30","89","22"
"71","Derek Dennington - The Good Old Boys","20","177","61","100","69","102","-"
"72","Kyle August - Fantasy Football Smackdown","149","79","87","53","-","-","-"
"73","Fantasy BR - Staff Rankings","48","108","93","125","68","-","-"
"74","Alex Caruso - Footballguys","199","7","139","86","77","81","-"
"75","Chris Kennedy - Dr. Roto","182","87","57","37","1","18","-"
"76","Seth Miller - Crossroads Fantasy Football","220","51","80","25","-","-","-"
"77","Kyle Richardson - The Fantasy Headliners","8","180","125","68","-","-","-"
"78","Francisco (Chato) Romero - Estadio Fantasy","120","43","144","81","13","51","-"
"79","Neema Hodjat - Real GM","56","115","92","108","87","21","-"
"80","Matthew Freedman - Fantasy Life","103","98","68","120","15","33","-"
"81","Tal Malachovsky - The Fantasy Scout","179","58","52","164","9","60","-"
"82","Scott Engel - RotoBaller","67","109","103","76","19","153","-"
"83","Scott Smith - RotoViz","139","57","126","60","-","-","-"
"84","Mike Harmon - Swollen Dome","145","65","107","84","25","91","-"
"85","Ryan Weisse - Club Fantasy FFL","164","5","130","221","55","27","-"
"86","Zach Greubel - Gridiron Experts","106","92","88","107","-","-","-"
"87","Site Rankings - FFToday","143","142","83","4","108","82","33"
"88","Kevin English - Draft Sharks","28","66","143","219","117","152","-"
"89","Nick Spencer - Fantasy Six Pack","146","49","90","196","38","110","-"
"90","Nate Marcum - Fantasy In Frames","39","149","23","211","-","150","11"
"91","Jacob Gibbs - SportsLine","196","10","109","191","-","-","-"
"92","Nick Ercolano - BDGE","82","132","129","8","-","-","-"
"93","Rob Waziak - Fantasy Life","185","73","47","168","8","3","-"
"94","David Mendelson - Triple Play Fantasy","17","175","100","131","63","58","-"
"95","Husein Shabazz - SleeperWire","36","112","89","207","-","-","-"
"96","Dennis Sosic - Fantasy Six Pack","83","97","78","186","53","31","-"
"97","Michael Petropoulos - BRoto Fantasy","25","61","195","116","-","-","-"
"98","Jacob White - Gridiron Experts","11","85","194","141","-","62","-"
"99","Marc Caviglia - Bruno Boys","194","70","63","128","23","14","-"
"100","Tyler Loechner - FTN","49","106","167","27","-","-","-"
"101","Garret Price - Dynasty Nerds","144","169","34","26","-","-","-"
"102","Jordan Eisen - Field of Vision Sports","27","94","176","91","-","-","-"
"103","Lee Wehry - FantasyPros","157","117","22","206","39","69","-"
"104","MasterIDP - RPO Football","131","153","13","179","36","39","1"
"105","Tyler Heil - Fantasy In Frames","33","174","70","173","47","129","-"
"106","Andy Behrens - Yahoo","10","221","35","69","32","83","-"
"107","Anthony Cervino - FF Faceoff","148","19","158","189","-","-","-"
"108","Scott Bogman - FantasyPros","152","183","51","17","145","95","32"
"109","Brandon Murchison - RotoBaller","198","91","81","55","-","-","-"
"110","Keith Lott - Fantasy Six Pack","122","131","104","50","141","101","-"
"111","Michael Hauff - FF Faceoff","132","186","11","174","-","155","-"
"112","Corbin Young - FantasyData","80","40","197","142","-","26","-"
"113","Tommy Garrett - SharpLinkHQ","223","110","29","124","22","13","-"
"114","Alex Korff - Draft Sharks","35","113","142","217","34","5","-"
"115","Blake Fincher - Fantasy Football Cafe","37","151","152","90","-","-","-"
"116","Ken Zalis - FantasyPros","13","214","145","12","49","97","-"
"117","C.H. Herms - The 33rd Team","129","139","56","195","81","1","-"
"118","Derek Lofland - FantasyPros","215","122","120","5","11","146","-"
"119","Jaime Eisner - The Draft Network","121","82","172","119","124","96","-"
"120","Robby Jeffries - The Fantasy Authority","76","150","140","89","-","-","-"
"121","Frank Stampfl - CBS Sports","61","114","156","180","75","48","-"
"122","Andy Vanda - Take Your League","65","167","136","94","-","-","-"
"123","Kyle Soppe - Pro Football Network","140","96","138","184","46","94","-"
"124","Andersen Pickard - Prime Time Sports Talk","90","102","164","155","48","104","-"
"125","Brad Evans - Bally Sports","95","159","71","205","-","-","-"
"126","Wayne Bretsky - BretskyBall","77","165","102","178","-","90","-"
"127","Ryan Larrison - Fantasy Football For The People","142","172","106","54","-","-","-"
"128","Scott Whitfield - Roto Rankings","75","168","134","96","-","-","-"
"129","Taylor Bicht - Sports Injury Central","172","191","48","62","42","37","-"
"130","Jacob Hubman - The Fantasy Headliners","115","179","119","35","65","139","-"
"131","Richard Savill - Fantasy Six Pack","23","176","168","134","106","126","-"
"132","Rich Piazza - Fantasy Shed","109","124","157","75","80","11","-"
"133","Tom Strachan - NFL Best Ball","195","127","96","105","-","-","-"
"134","Dylan Licciardo - FF Gamers","66","216","86","21","-","56","-"
"135","Nathan Groot Nibbelink - JWB Fantasy Football","104","77","205","67","-","-","-"
"136","Muntradamus - Beast Dome","176","74","180","78","6","160","30"
"137","Chet Gresham - SB Nation","12","120","122","240","103","35","10"
"138","Adam Dove - The Fantasy Couriers","5","161","198","210","72","67","-"
"139","Rudy Gamble - Razzball","222","134","50","136","78","144","-"
"140","Marc Shannep - Fantasy Knockout","184","141","64","190","-","17","-"
"141","Michael Tomlin - Fantasy Six Pack","212","152","54","111","96","166","-"
"142","Aaron Larson - FantasyPros","69","162","91","230","64","-","-"
"143","Austin Amandolia - Club Fantasy FFL","1","135","226","234","44","85","5"
"144","Jeff Boggis - Fantasy Football Empire","200","99","127","144","41","66","14"
"145","Dave McKay - The Fantasy Sports Brain","89","156","169","42","-","-","-"
"146","Ryan Hicks - Belly Up Sports","138","192","74","114","-","65","-"
"147","Adrian Alpanseque - Estadio Fantasy","16","123","187","224","83","42","-"
"148","Wyatt Bertolone - JWB Fantasy Football","155","83","188","110","21","-","-"
"149","Kevin Roberts - Breaking Football","201","148","28","212","100","162","-"
"150","Brandon Funston - The Athletic","26","190","148","204","129","76","-"
"151","Jacob Dunne - SportsEthos","32","155","185","150","66","130","-"
"152","Riley Cadieux - Fantasy Football From Up North","43","138","190","152","-","-","-"
"153","Drew DeLuca - QB List","100","207","79","118","50","32","-"
"154","Elisha Twerski - USA Today","226","104","112","160","-","-","-"
"155","Chris Welsh - FantasyPros","141","181","153","30","58","25","-"
"156","Joe Pisapia - FantasyPros","126","194","160","9","-","137","-"
"157","Aaron St Denis - Fantasy Football Universe","191","84","27","241","86","28","6"
"158","Justin Herrera - TSS Fantasy","9","208","181","139","130","147","15"
"159","Leo Sells - Couch Report Sports","40","90","222","169","-","10","25"
"160","Kyle Senra - Going For 2","63","144","196","129","73","-","-"
"161","Lenny Pappano - Draft Sharks","181","116","121","223","60","29","-"
"162","Jason Willan - Gridiron Experts","42","178","94","239","76","22","-"
"163","Ricky Lemon - The Fantasy Champions","136","137","189","56","-","-","-"
"164","Jeremy Popielarz  - FTN","206","160","95","158","-","-","-"
"165","Joe Pepe - Beyond the Gridiron","94","224","21","177","79","47","-"
"166","Michael Bobal - The 33rd Team","34","157","213","127","-","163","-"
"167","Heath Capps - Fake Teams","230","89","154","115","61","36","-"
"168","Morgan Colby - The Fantasy Champions","210","118","173","72","-","157","-"
"169","Mike Fanelli - FantasyPros","231","32","186","188","17","88","-"
"170","Corey Buschlen - The Fantasy Stock Exchange","102","202","178","15","-","124","-"
"171","Nick Zylak - Fantasy Football Advice","219","42","203","183","-","99","-"
"172","Luke Sawhook - Dynasty Nerds","189","111","161","200","-","-","-"
"173","Kelly Kirby - FantasyPros","207","222","36","23","14","61","-"
"174","Zach Savage - FantasyLand Football","71","62","236","73","-","-","-"
"175","Matt Donnelly - Dynasty Vipers","204","205","60","148","128","143","26"
"176","Jordan Rains - The IDP Army","30","189","208","143","-","-","27"
"177","David Heilman - Sports Gambling Podcast Network","112","193","149","185","122","135","-"
"178","Cody Austin - Dad Bod Fantasy Squad","232","146","133","65","-","-","-"
"179","Geoff Lambert - Going For 2","14","238","115","46","-","-","-"
"180","Kate Magdziuk - Yahoo","4","197","223","202","131","141","-"
"181","Site Rankings - The Fantasy Dude","54","164","207","181","-","-","-"
"182","Site Rankings - Gridiron Experts","96","226","101","109","95","140","-"
"183","Frank Ammirante - The Game Day","166","154","155","218","-","-","-"
"184","Robert Norton - Last Word On Sports","192","72","220","162","136","149","-"
"185","Matt Schauf - Draft Sharks","161","203","135","166","134","53","4"
"186","Mike MacGregor - Draft Buddy","170","185","75","238","114","117","-"
"187","Kyle Yates - Yates Fantasy Football","237","143","170","29","45","119","29"
"188","Daniel Mader - Fantasy Football Advice Network","130","215","159","45","142","118","-"
"189","John Hesterman - Dynasty League Football","78","182","184","231","-","-","-"
"190","Jacob Piccolo - TrueRGM","233","187","113","161","147","111","16"
"191","Steve Paulo - CRAIG Projections","167","136","224","63","149","73","-"
"192","Andrew Erickson - FantasyPros","217","126","182","194","150","86","-"
"193","Elvin Ryan - FantasyPros","202","129","201","163","104","136","-"
"194","Adam Pelletier - Sports Gambling Podcast Network","239","47","200","216","82","57","17"
"195","Matt Harmon - Yahoo","213","184","174","151","123","121","-"
"196","Marco Enriquez - FantasyPros","229","225","16","175","70","122","-"
"197","Derek Tate - Pro Football Network","205","195","193","38","40","68","-"
"198","Steve DeAngelo - FF Faceoff","7","227","210","214","-","-","-"
"199","Joe Wiggans - IDP Army","174","230","118","99","89","112","28"
"200","Bo McBrayer - FantasyPros","70","231","192","32","126","164","-"
"201","Aaron Schill - FF Faceoff","92","188","225","138","143","84","12"
"202","Jon Jeune - Fantasy Football Diagnostics","187","200","204","48","-","114","-"
"203","Billy Mansell - IDP Army","135","198","227","18","-","12","-"
"204","Jamie Calandro - RotoBaller","218","201","150","193","-","-","-"
"205","Tim Petropoulos - BRoto Fantasy","117","170","211","229","-","-","-"
"206","Joe Serpico - Pressbox","168","107","230","213","121","151","-"
"207","Brad Beatson - Bandit Football","238","101","166","232","67","24","-"
"208","Raju Byfield - WinMyFantasyLeague","84","100","228","237","-","-","31"
"209","Ellis Johnson - Rotoballer","240","105","124","233","125","148","-"
"210","Andrew Scott - Fantasy In Frames","227","166","216","74","-","-","-"
"211","Michael DelCorso - First Seed Sports","74","212","214","201","-","-","-"
"212","Jeff Paur - RTSports","180","211","206","79","116","134","-"
"213","Ed Birdsall - Talking Points Sports","211","213","199","39","24","75","-"
"214","Nic Bodiford - NerdBall Fantasy Football","221","56","233","227","-","145","-"
"215","Josh Hall - IDP Army","208","196","209","153","85","87","23"
"216","Mike Randle - FTN","119","206","235","19","-","-","-"
"217","Sam Wagman - Footballguys","158","223","179","199","-","-","-"
"218","Justin Lampkin - Clock Management FF","225","199","212","132","-","-","-"
"219","Craig Phillips - FF Prophet","97","219","217","208","-","-","-"
"220","Derek Brown - FantasyPros","163","233","163","209","105","40","-"
"221","Matt Gaines - League Tycoon","235","54","237","140","-","-","-"
"222","Kevin Steele - The Fantasy Authority","125","235","191","171","92","-","-"
"223","Huseyin Aksu - Fantasy Couch","173","237","171","101","139","41","-"
"224","Cody Kutzer - The Fantasy Authority","88","217","232","123","-","-","-"
"225","Craig Lakins - Footballguys","236","204","229","24","-","-","-"
"226","Staff Rankings - QB List","214","232","219","10","107","19","-"
"227","Connor Rigg - Dynasty Nerds","127","220","215","228","-","-","-"
"228","Andrew Leduc - That Sports Podcast Network","216","228","202","147","-","-","-"
"229","Joe Orrico - No Expert Fantasy Football","147","163","234","235","144","158","-"
"230","Tim Jablonski - The Hateful 8","171","239","165","165","91","8","-"
"231","Guilherme Gianni - Fantasy Futebolista","72","209","238","176","135","167","-"
"232","Donkey Teeth - Razzball","38","240","218","220","84","79","-"
"233","Smitty - TheFantasyFootballShow","228","236","221","225","148","113","-"
"234","Kyle Cunningham-Rhoads - The Analyst","193","234","231","236","132","59","-"
"235","Mark Ringo - Sleepers and Busts","224","218","239","57","101","106","-"
"236","Mark Ross - Athlon Sports","81","241","240","146","-","-","-"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","2"
"-","Staff Composite - SI.com","241","-","-","-","138","38","-"
"-","Michelle Magdziuk - BallBlast Podcast","101","229","-","49","-","72","-"
"-","Jamey Eisenberg - CBS Sports","160","-","-","-","54","77","-"
"-","Dave Richard - CBS Sports","175","-","-","-","119","105","-"
"-","Liz Loza - LizLoza_FF","190","-","-","-","-","-","-"
"-","Doug Orth - FFToday","-","21","99","71","-","-","-"
"-","Meng Song - Fantrax","-","41","183","11","-","-","-"
"-","Sebastian Ardura - Gurus Deportivos","-","45","105","59","-","-","-"
"-","Jake Arthur - Sports Illustrated","-","125","58","103","-","-","-"
""
""
