"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"38","Mauricio Gutierrez - Estadio Fantasy","76","36","44","22","25","46","10"
"39","Chris Raybon - The Action Network","28","49","26","85","-","-","-"
"40","Site Rankings - FullTime Fantasy","83","31","64","7","29","48","-"
"41","Dave Major - XN Sports","36","91","7","24","-","-","-"
"42","Anthony Staggs - 4for4","79","38","35","43","-","-","-"
"43","Dan Clasgens - Get Sports Info","75","26","53","52","16","32","-"
"44","Jacob Hubman - The Fantasy Headliners","27","42","55","63","-","-","-"
"45","Matthew Freedman - Fantasy Life","12","57","68","46","-","-","-"
"46","Ryan Noonan - 4for4","99","48","17","15","-","-","-"
"47","Christian Brito - Eat.Sleep.Fantasy","54","45","54","39","39","44","-"
"48","Michael Tomlin - Fantasy Six Pack","60","50","65","18","4","4","-"
"49","Greg Smith - Superflex.Guide","35","75","19","94","26","59","-"
"50","Matt De Lima - DraftKings","30","65","66","40","-","69","2"
"51","Staff Rankings - Fantasy Knuckleheads","17","62","78","36","24","82","-"
"52","Matt Camp - Bleacher Report","22","68","52","67","69","86","-"
"53","Jody Smith - FullTime Fantasy","85","54","46","32","33","23","-"
"54","Chris Meaney - FTN","37","41","96","44","-","62","-"
"55","Scott Smith - RotoViz","48","67","75","14","-","-","-"
"56","David Biggs - Drink Five","73","56","73","13","-","71","-"
"57","Marc Caviglia - Bruno Boys","19","71","58","87","38","37","-"
"58","Mike Harmon - Swollen Dome","1","100","49","61","57","24","-"
"59","Andrew Gould - FantasyPros","97","47","70","2","30","28","-"
"60","Andrew Ferris - Fantasy Hot Read","53","52","76","55","43","22","-"
"61","Heath Cummings - CBS Sports","108","78","5","35","9","88","-"
"62","Heath Capps - Fake Teams","47","39","92","73","66","33","-"
"63","Andrew Seifter - FantasyPros","104","84","16","16","3","63","-"
"64","Jacob Gibbs - SportsLine","100","70","23","49","-","-","-"
"65","Brett Talley - Fantasy Alarm","87","19","87","101","20","8","-"
"66","Kaz Kalita - Big Guy Fantasy Sports","38","69","82","74","-","60","-"
"67","Tyler Loechner - FTN","70","76","83","20","62","14","-"
"68","Anthony Cervino - FF Faceoff","69","64","80","82","21","50","-"
"69","Liz Loza - LizLoza_FF","98","55","41","96","55","35","-"
"70","Mike Krueger - FFToday","24","74","93","68","18","21","-"
"71","Richard Savill - Fantasy Six Pack","78","80","79","17","14","29","-"
"72","Nick Zylak - Fantasy Football Advice","82","63","104","11","-","64","-"
"73","Jamey Eisenberg - CBS Sports","68","46","43","121","5","45","-"
"74","Site Rankings - The FF Ghost","88","77","59","69","35","58","9"
"75","John Halpin - Carolina Panthers Radio Network","18","95","71","98","68","15","-"
"76","","77","81","74","65","59","70","-"
"77","Dale DeMott - Eat.Sleep.Fantasy","90","97","32","50","-","-","-"
"78","Jon Collins - Fantasy Sports LR","103","61","85","30","19","54","-"
"79","Dariyan Maybury - Fantasy Football Advice","63","88","90","37","-","-","-"
"80","Zach Brunner - FlurrySports","51","90","98","23","61","74","-"
"81","Derek Lofland - FantasyPros","43","82","91","91","27","73","-"
"82","Brandon Murchison - RotoBaller","80","73","72","106","51","76","-"
"83","Michael Florio - Rotoballer","93","89","42","80","17","52","-"
"84","Frank Stampfl - CBS Sports","94","79","50","97","-","72","-"
"85","Rich Piazza - Fantasy Shed","40","94","102","56","6","80","-"
"86","Craig Phillips - FF Prophet","84","83","99","42","-","-","-"
"87","Kelly Smelser - Punch Drunk Wonderland","81","104","77","5","47","20","8"
"88","Andrew Erickson - FantasyPros","71","93","89","89","-","-","-"
"89","Dave Richard - CBS Sports","116","66","27","116","49","16","-"
"90","Staff Rankings - Daily Roto","89","58","86","119","58","5","-"
"91","Scott Engel - RotoBaller","120","44","56","88","46","47","-"
"92","Brandon Funston - The Athletic","57","92","106","84","-","-","-"
"93","Jason Willan - Gridiron Experts","106","51","88","115","22","53","-"
"94","Matt Schauf - Draft Sharks","65","72","114","90","-","57","3"
"95","Walter Cherepinsky - Walter Football","42","118","69","62","-","42","-"
"96","Brad Evans - Bally Sports","62","85","110","92","52","51","-"
"97","Rudy Gamble - Razzball","102","9","118","114","2","2","-"
"98","Pierre Camus - Fantasy Endgame","72","107","67","108","37","65","12"
"99","Jeff Boggis - Fantasy Football Empire","58","102","107","72","40","40","-"
"100","Dominick Petrillo - The Athletic","46","99","94","113","-","12","-"
"101","Des Bieler - The Washington Post","74","106","103","79","-","-","-"
"102","Emil Kadlec - Football Diehards","109","111","63","58","-","-","-"
"103","Site Projections - numberFire","121","59","100","99","28","7","-"
"104","Dan Yanotchko - EDSFootball","64","105","81","120","64","26","-"
"105","Brent Namejko - Fantasy Smack Talk","96","103","105","64","65","36","-"
"106","James Hatfield - Hatty Waiver Wire Guru","101","116","97","70","-","-","-"
"107","Kyle Richardson - The Fantasy Headliners","105","117","95","59","-","-","16"
"108","Tim McCullough - Fantasy Six Pack","95","112","108","77","56","34","-"
"109","Jeff Paur - RTSports","111","109","117","3","11","85","-"
"110","Kyle August - Fantasy Football Smackdown","114","114","101","93","-","75","-"
"111","Seth McKinley - FF Fellas","119","113","60","107","-","-","-"
"112","Site Rankings - Gridiron Experts","113","98","109","118","-","-","-"
"113","Michael Beller - The Athletic","92","121","111","57","42","3","-"
"114","Derek Brown - FantasyPros","110","101","116","122","-","-","-"
"115","Raju Byfield - WinMyFantasyLeague","122","120","84","103","-","-","14"
"116","Brad Richter - DailyOverlay","124","110","115","104","10","81","-"
"117","Staff Rankings - QB List","118","115","119","81","-","-","15"
"118","Matthew Bowe - Razzball","125","123","113","76","71","17","-"
"119","Scott Spratt - FTN","126","108","123","110","-","-","-"
"120","Bill Dubiel - RotoBaller","112","124","120","112","32","87","-"
"121","Muntradamus - Beast Dome","123","119","121","117","-","83","-"
"122","Kevin Roberts - Breaking Football","115","126","125","102","-","79","-"
"-","Patrick Daugherty - Rotoworld","55","-","-","-","73","25","-"
"-","Wayne Bretsky - BretskyBall","117","96","-","-","-","-","-"
"-","Jack Delaney - Just Fantasy Football","91","87","112","-","-","-","-"
"-","Mike Randle - FTN","107","122","124","-","-","-","-"
"-","Chris Meyers - Athlon Sports","-","125","122","-","-","-","-"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","5"
"-","Site Rankings - 4for4","-","-","-","-","-","-","13"
"-","Mike Monk - IDP Monk","-","-","-","-","-","-","11"
""
""
