"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"83","Ken Zalis - FantasyPros","161","58","49","74","96","74","-"
"84","Matt De Lima - Athlon Sports","83","85","81","100","-","-","3"
"85","Lenny Pappano - Draft Sharks","84","60","88","145","19","96","-"
"86","Bart Wheeler - Hail to Fantasy Football","46","96","94","108","47","83","-"
"87","Wyatt Bertolone - Player Profiler","130","87","69","78","-","-","-"
"88","Jacob Gibbs - SportsLine","149","52","53","147","-","-","-"
"89","Coach Craig Sports - True North Fantasy Football","104","100","74","58","65","36","-"
"90","Andrew Seifter - FantasyPros","87","48","111","112","11","1","-"
"91","Staff Rankings - QB List","150","104","17","103","25","17","-"
"92","Rich Piazza - Fantasy Shed","77","108","84","45","-","-","-"
"93","David Heilman - Sports Gambling Podcast Network","108","102","64","104","2","24","-"
"94","Rob Waziak - Fantasy Life","121","115","65","32","59","11","-"
"95","Richard Savill - Fantasy Six Pack","139","53","108","65","-","-","-"
"96","Nate Marcum - Fantasy In Frames","95","101","117","1","-","-","9"
"97","Michael Bobal - The 33rd Team","82","64","124","97","-","-","-"
"98","Jeff Bell - Footballguys","98","89","103","129","-","-","-"
"99","Benjamin Klotz - Touchdown Squad","164","88","55","117","55","45","-"
"100","Jaime Eisner - The Draft Network","122","84","101","133","94","69","-"
"101","Aaron Larson - FantasyPros","94","121","97","55","-","56","-"
"102","Mike Harmon - Swollen Dome","21","146","78","107","74","65","-"
"103","Elvin Ryan - FantasyPros","141","62","113","89","-","-","-"
"104","Jacob Dunne - Fantrax","17","153","99","12","76","43","-"
"105","Daniel Mader - Fantasy Football Advice Network","99","127","106","18","95","34","-"
"106","Dave Kluge - Footballguys","92","136","90","93","-","-","-"
"107","Ryan Hicks - Belly Up Sports","131","118","107","7","-","-","-"
"108","Mason Riney - RPO Football","28","95","137","131","89","94","12"
"109","Scott Pianowski - Yahoo","132","107","98","80","83","30","-"
"110","Drew DeLuca - QB List","126","111","95","118","62","57","-"
"111","Mike Randle - FTN","109","75","130","137","-","-","-"
"112","C.H. Herms - The 33rd Team","110","81","115","165","15","87","-"
"113","Joe Pepe - Beyond the Gridiron","59","130","118","96","-","-","-"
"114","Austin Amandolia - Club Fantasy FFL","105","151","66","105","22","25","15"
"115","Nick Zylak - Fantasy Football Advice","165","103","70","148","91","53","-"
"116","Derek Brown - FantasyPros","103","80","138","135","-","-","-"
"117","Derek Lofland - FantasyPros","119","109","134","41","42","50","-"
"118","Justin Fuhr - Pro Football Mania","90","116","144","35","-","73","-"
"119","Andersen Pickard - Prime Time Sports Talk","79","134","129","90","27","37","-"
"120","Ryan Weisse - Club Fantasy FFL","97","140","100","158","80","90","-"
"121","Marc Caviglia - Bruno Boys","106","123","132","98","88","62","-"
"122","Adam Murfet - 5 Yard Rush","117","113","126","130","53","60","16"
"123","Andy Behrens - The Deep Shot","154","110","123","81","10","88","-"
"124","Scott Bogman - FantasyPros","158","112","119","62","-","-","11"
"125","Adrian Alpanseque - Estadio Fantasy","146","128","114","123","81","93","-"
"126","Nic Bodiford - NerdBall Fantasy Football","47","119","147","156","84","77","-"
"127","Jason Willan - Gridiron Experts","147","144","112","53","77","81","-"
"128","Jeremy Popielarz  - FTN","143","117","116","152","-","-","-"
"129","Steve DeAngelo - FF Faceoff","96","120","143","142","-","-","-"
"130","Matt Donnelly - Dynasty Vipers","137","132","125","113","41","99","18"
"131","Scott Spratt - FTN","114","122","136","146","-","-","-"
"132","Jeff Boggis - Fantasy Football Empire","100","149","128","102","34","49","-"
"133","Dan Yanotchko - EDSFootball","151","141","135","11","56","55","-"
"134","Joe Pisapia - FantasyPros","60","163","131","79","-","-","-"
"135","Kyle Cunningham-Rhoads - The Analyst","69","131","156","126","3","80","-"
"136","Kate Magdziuk - Behind the Steel Curtain","167","137","122","87","-","-","-"
"137","Brad Evans - Bally Sports","112","125","154","132","-","-","-"
"138","Jacob Piccolo - TrueRGM","107","150","140","120","-","-","-"
"139","Michelle Magdziuk - BallBlast Podcast","115","162","121","111","-","-","-"
"140","Steven Pintado - The Fantasy Coaches","171","98","142","122","-","-","-"
"141","Richard King - Rotoballer","142","142","127","140","-","-","-"
"142","Jeff Paur - RTSports","136","143","146","31","58","70","-"
"143","Chris Welsh - FantasyPros","160","133","133","149","-","-","-"
"144","Mark Ringo - Sleepers and Busts","24","135","158","169","8","52","-"
"145","Ellis Johnson - FantasyPros","166","147","105","166","18","-","-"
"146","Sam Wagman - Footballguys","133","126","149","167","-","-","-"
"147","Guilherme Gianni - Fantasy Futebolista","162","129","141","160","60","-","-"
"148","Bobby LaMarco - Razzball","144","114","157","164","40","-","-"
"149","Chris Dell - Betting Predators","116","124","159","168","39","39","-"
"150","Derek Tate - Pro Football Network","157","165","120","64","-","-","-"
"151","Steve Hungarter - Fantasy Six Pack","138","158","151","99","-","-","4"
"152","Justin Herrera - TSS Fantasy","81","139","164","157","-","84","-"
"153","Adam Dove - The Fantasy Couriers","159","159","145","138","97","22","-"
"154","Jorge B. Edwards - Fantasy In Frames","152","155","153","141","-","-","19"
"155","Joe Serpico - Pressbox","163","157","150","144","-","-","-"
"156","Kyle Soppe - Pro Football Network","148","148","162","134","85","98","-"
"157","Kyle Senra - Going For 2","155","138","167","4","6","26","-"
"158","Michael Petropoulos - BRoto Fantasy","145","152","160","143","-","-","-"
"159","Kevin Steele - The Fantasy Authority","169","156","152","121","-","-","-"
"160","Morgan Colby - The Fantasy Champions","175","145","148","92","-","-","-"
"161","Zach Savage - FantasyLand Football","129","164","161","163","-","97","-"
"162","Tal Malachovsky - The Fantasy Scout","168","154","155","170","70","86","-"
"163","Smitty - TheFantasyFootballShow","134","160","166","155","67","72","-"
"164","Ed Birdsall - Talking Points Sports","173","161","163","139","-","-","-"
"165","Site Rankings - Gridiron Experts","172","167","165","136","-","-","-"
"166","Joe Orrico - No Expert Fantasy Football","170","168","168","116","-","-","-"
"167","Raju Byfield - WinMyFantasyLeague","174","166","170","162","-","-","17"
"-","Scott Engel - RotoBaller","89","-","139","154","32","95","-"
"-","Site Projections - numberFire","5","-","-","-","17","13","-"
"-","Sebastian Ardura - Gurus Deportivos","140","91","-","50","51","71","-"
"-","Adam Stark - Everyday Fantasy Football","58","-","110","76","-","-","-"
"-","Jamey Eisenberg - CBS Sports","128","-","-","-","48","51","-"
"-","Liz Loza - LizLoza_FF","156","-","-","-","78","23","-"
"-","Dave Richard - CBS Sports","153","-","-","-","12","66","-"
"-","Site Rankings - FFToday","135","-","-","-","93","92","-"
"-","Cody Kutzer - The Fantasy Authority","-","169","169","-","-","-","-"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","5"
"-","Stephen L Tomasin - IDP+","-","-","-","-","-","-","20"
""
""
