"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"67","Chris Meaney - FTN","98","94","40","43","36","106","-"
"68","Matthew Freedman - Fantasy Life","112","42","53","128","58","41","-"
"69","Matthew Hill - DataForce Fantasy Football","58","133","38","12","102","99","-"
"70","Mark Ross - Athlon Sports","142","126","2","80","120","84","-"
"71","Richard Savill - Fantasy Six Pack","95","56","96","53","59","47","-"
"72","Dan Clasgens - Get Sports Info","92","111","44","46","96","116","-"
"73","KJ - Fantasy Team Advice","102","57","91","63","-","-","-"
"74","Tim Jablonski - The Hateful 8","63","85","85","90","48","5","-"
"76","Pierre Camus - Fantasy Endgame","57","87","90","87","74","48","16"
"76","Joseph Dolan - Fantasy Points","128","96","43","35","-","-","-"
"77","Eric Moody - Pro Football Network","43","125","65","59","126","64","-"
"78","Husein Shabazz - SleeperWire","78","83","98","61","86","39","-"
"79","Zach Brunner - FlurrySports","34","112","82","69","97","92","-"
"80","Seth Miller - Crossroads Fantasy Football","31","48","112","153","-","-","-"
"81","Heath Cummings - CBS Sports","49","98","77","131","83","55","-"
"82","Scott Engel - RotoBaller","46","92","79","138","89","85","-"
"83","Andy Vanda - Take Your League","51","103","104","60","49","17","-"
"84","Matt De Lima - DraftKings","88","58","81","141","23","96","5"
"85","Steven Pintado - The Fantasy Coaches","6","110","136","108","-","-","-"
"86","Doug Orth - FFToday","65","119","73","76","-","-","-"
"87","Heath Capps - Fake Teams","83","65","123","41","114","24","-"
"88","Scott Smith - RotoViz","158","1","60","84","-","-","-"
"89","Bill Enright - Sports Illustrated","135","130","27","18","-","-","-"
"90","Chet Gresham - SB Nation","12","121","95","152","63","19","-"
"91","Rich Piazza - Fantasy Shed","59","137","31","114","1","114","-"
"92","Joe Bond - Fantasy Six Pack","141","101","56","49","52","95","-"
"93","Jake Arthur - Sports Illustrated","146","17","107","39","68","21","-"
"94","Jacob Hubman - The Fantasy Headliners","8","105","146","42","95","126","-"
"95","Mike Tagliere - FantasyPros","64","34","122","156","66","122","13"
"96","Frank Stampfl - CBS Sports","32","129","108","29","-","71","-"
"97","Donald Gibson - FantasyPros","123","135","33","30","41","80","-"
"98","Derek Lofland - FantasyPros","148","82","55","97","18","32","-"
"99","Mike Randle - FTN","106","80","101","120","100","-","-"
"100","Brad Richter - DailyOverlay","125","52","117","103","75","37","-"
"101","Matt Schauf - Draft Sharks","104","37","127","126","80","118","12"
"102","Richard King - King Fantasy Sports","39","81","121","154","113","60","-"
"103","Rudy Gamble - Razzball","127","74","118","37","17","125","21"
"104","Raju Byfield - WinMyFantasyLeague","61","140","93","10","-","-","17"
"105","Staff Rankings - QB List","126","122","71","47","111","29","3"
"106","Alan Harrison - The Fantasy Fix","136","93","83","107","-","-","-"
"107","Corey Parson - Sports Illustrated","120","120","100","25","-","-","-"
"108","Dalton Del Don - Yahoo","7","155","97","20","62","46","-"
"109","Dennis Sosic - Fantasy Six Pack","143","19","109","150","32","56","14"
"110","Todd D Clark - The Fantasy Fix","117","78","120","116","22","50","-"
"111","Scott Whitfield - Roto Rankings","129","108","78","139","118","117","-"
"112","Kyle August - Fantasy Football Smackdown","114","79","137","55","-","-","-"
"113","Staff Rankings - Fantasy Knuckleheads","103","117","106","78","72","77","-"
"114","Davis Mattek - Underdog Fantasy","15","138","134","67","28","-","-"
"115","Liz Loza - LizLoza_FF","94","118","114","94","67","79","-"
"116","Jason Sablich - 5th Down Fantasy","82","127","102","125","105","87","-"
"117","Brad Ziegler - The Athletic","97","153","59","6","27","15","-"
"118","Zach Greubel - Gridiron Experts","155","77","25","77","-","-","-"
"119","Jon Collins - Fantasy Sports LR","154","21","72","124","34","33","-"
"120","Dennis Esser - Coach Esser","150","72","111","81","43","10","-"
"121","Michael Petropoulos - BRoto Fantasy","144","73","125","98","47","42","-"
"122","Matthew Bowe - Razzball","105","67","138","149","-","-","-"
"123","Matthew Betz - The Fantasy Footballers","100","53","157","79","92","112","-"
"124","Huseyin Aksu - Fantasy Couch","3","145","140","135","93","14","-"
"125","Matt Camp - Bleacher Report","116","30","156","93","-","-","-"
"126","Michael Hauff - FF Faceoff","133","76","141","73","91","-","-"
"127","Wayne Bretsky - BretskyBall","115","142","75","113","104","-","-"
"128","George Banko - Fantasy Football Helpers","121","123","115","122","50","30","-"
"129","Kevin Roberts - Breaking Football","89","141","113","65","24","4","-"
"130","Blake Fincher - Fantasy Football Cafe","119","99","128","146","-","-","-"
"131","Matt Okada - 4for4.com","137","51","149","96","129","94","-"
"132","Bill Dubiel - RotoBaller","149","31","147","56","87","18","-"
"133","Jeff Paur - RTSports","134","89","131","136","29","108","-"
"134","Anthony Amico - In the Aggregate","1","156","158","72","64","1","-"
"135","Site Rankings - Gridiron Experts","138","88","143","85","131","62","20"
"136","Geoff Lambert - Going For 2","140","124","133","89","109","6","-"
"137","Craig Phillips - FF Prophet","139","128","130","88","128","-","-"
"138","Dave McKay - The Fantasy Sports Brain","147","116","110","148","61","98","-"
"139","Tyler Loechner - FTN","107","152","116","34","-","-","-"
"140","Steven Spaccarotelli - SleeperWire","152","45","139","121","123","53","-"
"141","Mundo Fantasy MX - Mundo Fantasy","132","102","145","143","99","86","-"
"142","Staff Rankings - The Dynasty Guru","96","154","94","140","-","-","-"
"143","Seth McKinley - FF Fellas","81","146","132","106","81","-","-"
"144","Dominick Petrillo - The Athletic","56","134","153","132","94","27","-"
"145","Mick Ciallela - Fantrax","151","149","51","86","15","40","-"
"146","Nick Zylak - Fantasy Football Advice","36","151","154","22","98","113","-"
"147","Anthony Staggs - 4for4","131","136","144","127","121","58","-"
"148","Muntradamus - Beast Dome","156","44","129","145","21","2","19"
"149","Michael Beller - The Athletic","153","132","63","158","125","111","-"
"150","Ryan Skolrud - SkullKing Sports","145","139","142","130","90","76","-"
"151","Nate Hamilton - The Game Day","113","148","155","75","-","-","-"
"152","Jason Petropoulos - BRoto Fantasy","60","114","162","160","77","35","-"
"153","Smitty - TheFantasyFootballShow","4","159","152","118","116","72","-"
"154","Mike Alexander - Friends With Fantasy Benefits","161","144","105","142","127","25","-"
"155","Armando Crespo - Eat.Sleep.Fantasy","157","147","135","147","42","78","-"
"156","Derek Brown - FantasyPros","160","150","159","137","122","-","-"
"157","Dale DeMott - Eat.Sleep.Fantasy","159","158","148","159","112","88","-"
"158","Lawrence Jackson - Fantasy Football Lord","162","157","151","162","130","119","-"
"159","J.P. Scott - Athlon Sports","165","160","150","161","115","-","-"
"160","Chris Meyers - Athlon Sports","163","162","161","157","124","73","-"
"161","Nick Vertucci - Sundays Are For Football","164","163","163","164","117","70","-"
"162","Matt MacCoy - FantasyTeamAdvice","166","164","164","163","-","-","-"
"-","Site Rankings - 4for4","-","-","-","-","-","-","7"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","10"
"-","Mike Monk - IDP Monk","-","-","-","-","-","-","10"
"-","Jordan Rains - The IDP Army","-","-","-","-","-","-","6"
"-","Site Rankings - FFToday","87","-","-","-","54","109","19"
"-","Walton Spurlin - FantasyPros","-","-","-","-","-","-","15"
"-","Dave Richard - CBS Sports","85","-","-","-","45","93","-"
"-","Jamey Eisenberg - CBS Sports","122","-","-","-","30","105","-"
"-","Walter Cherepinsky - Walter Football","91","-","-","-","82","124","-"
"-","Brendan Donahue - Sharp Football Analysis","-","16","47","70","-","-","-"
"-","David Fucillo - DK Nation","-","161","160","155","-","-","-"
""
""
