"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"133","Andrew Leduc - That Sports Podcast Network","152","135","126","101","-","-","-"
"134","Mark Ringo - Sleepers and Busts","157","78","144","103","4","93","-"
"135","Tal Malachovsky - The Fantasy Scout","151","130","135","123","78","42","-"
"136","Nic Bodiford - NerdBall Fantasy Football","124","141","138","140","-","-","-"
"137","James Koh - Sleeper King Football","132","146","131","132","-","-","-"
"138","Jeff Paur - RTSports","155","129","137","122","92","75","-"
"139","Garret Price - Dynasty Nerds","154","133","132","146","-","-","-"
"140","Kyle Soppe - Pro Football Network","119","145","139","130","97","98","-"
"141","Matt Donnelly - Dynasty Vipers","89","143","140","145","93","68","-"
"142","Site Rankings - Gridiron Experts","138","142","128","151","-","-","-"
"143","Ed Birdsall - Talking Points Sports","111","138","143","150","-","-","-"
"144","Walter Cherepinsky - Walter Football","144","120","147","152","-","88","-"
"145","Adam Dove - The Fantasy Couriers","95","150","146","141","-","-","-"
"146","Nathan Polvogt - Optimus Fantasy Football","140","148","145","148","95","97","-"
"147","C.H. Herms - The 33rd Team","143","147","149","84","-","-","-"
"148","Smitty - TheFantasyFootballShow","158","152","134","114","-","-","-"
"149","Kyle Cunningham-Rhoads - The Analyst","142","151","148","129","88","66","-"
"150","Jacob Hubman - The Fantasy Headliners","146","149","150","127","81","47","-"
"151","Joe Orrico - No Expert Fantasy Football","153","144","151","136","-","-","-"
"152","Raju Byfield - WinMyFantasyLeague","156","139","152","149","-","-","20"
"-","Dave Richard - CBS Sports","28","-","-","-","85","95","-"
"-","Site Projections - numberFire","25","-","-","-","87","57","-"
"-","Jamey Eisenberg - CBS Sports","116","-","-","-","63","55","-"
"-","Site Rankings - FullTime Fantasy","145","-","-","-","96","91","21"
"-","Site Rankings - FFToday","93","-","-","-","98","82","-"
"-","Liz Loza - LizLoza_FF","112","-","-","-","34","69","-"
"-","Justin Frye - Pro Football Network","-","-","-","-","-","-","18"
"-","Darrell Winstead - IDP Nation","-","-","-","-","-","-","19"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","2"
""
""
