"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"65","Matthew Betz - The Fantasy Footballers","85","75","42","65","34","67","-"
"66","Jon Collins - Fantasy Sports LR","74","72","62","49","-","35","-"
"67","Chet Gresham - SB Nation","109","63","53","17","-","41","-"
"68","Ricky Lemon - The Fantasy Champions","101","39","81","56","-","-","-"
"69","Jacob Dunne - SportsEthos","34","71","100","32","41","56","-"
"70","Neema Hodjat - Real GM","65","40","115","62","77","100","-"
"71","Kyle Yates - Yates Fantasy Football","91","62","45","132","16","73","-"
"72","Jacob Hubman - The Fantasy Headliners","121","54","51","89","-","-","-"
"73","Scott Smith - RotoViz","103","85","34","82","-","-","-"
"74","Tim Jablonski - The Hateful 8","120","58","36","131","53","78","-"
"75","David Zach - FantasyPros","81","45","110","67","-","-","-"
"76","Benjamin Klotz - Touchdown Squad","82","83","57","107","-","10","-"
"77","Dominick Petrillo - The Athletic","55","91","87","64","-","79","-"
"78","Andy Behrens - Yahoo","58","81","84","112","62","84","-"
"79","Dylan Chappine - Wolf Sports","4","43","148","92","63","72","-"
"80","Aaron Larson - FantasyPros","49","90","95","81","-","99","-"
"81","Donald Gibson - FantasyPros","122","73","66","75","-","-","-"
"82","Andrew Erickson - FantasyPros","78","84","85","109","-","-","-"
"83","Tyler Orginski - JWB Fantasy Football","60","109","75","84","-","-","-"
"84","Dylan Licciardo - FF Gamers","29","94","92","137","-","-","10"
"85","Wilmar Chaves - Hablemos de Football","134","46","86","83","30","63","-"
"86","Dave Kluge - Footballguys","110","70","59","148","59","26","-"
"87","Seth Miller - Crossroads Fantasy Football","89","74","105","51","-","-","-"
"88","Des Bieler - The Washington Post","115","80","93","31","-","-","-"
"89","Bradley Stalder - Player Profiler","69","98","106","52","-","-","8"
"90","Garret Price - Dynasty Nerds","104","105","88","19","-","-","-"
"91","Richard Savill - Fantasy Six Pack","102","86","73","141","37","39","-"
"92","Ryan Skolrud - SkullKing Sports","105","103","69","102","-","-","-"
"93","Kevin English - Draft Sharks","108","89","111","20","31","83","-"
"94","Scott Pianowski - Yahoo","127","33","108","151","78","71","-"
"95","Matt Schauf - Draft Sharks","146","96","68","22","-","80","6"
"96","Clayton Cadieux - Fantasy Football From Up North","80","114","91","42","50","51","-"
"97","Todd D Clark - The Fantasy Fix","79","122","79","66","-","-","-"
"98","Scott Spratt - FTN","71","79","137","80","-","-","-"
"99","Pierre Camus - Fantasy Endgame","46","118","90","114","22","61","-"
"100","Mike Harmon - Swollen Dome","107","115","46","127","-","44","-"
"101","Brandon Murchison - RotoBaller","118","66","109","145","32","62","-"
"102","Mundo Fantasy MX - Mundo Fantasy","152","88","71","63","-","-","-"
"103","Derek Lofland - FantasyPros","119","78","101","139","35","92","-"
"104","Derek Dennington - The Good Old Boys","100","137","65","24","-","-","-"
"105","Staff Rankings - QB List","56","106","123","123","55","34","-"
"106","Steven Pintado - The Fantasy Coaches","99","125","97","36","-","-","-"
"107","Chris Dell - Betting Predators","64","95","142","128","52","29","-"
"108","Wolf of Roto Street - Roto Street Journal","124","104","94","135","51","53","-"
"109","Sebastian Ardura - Gurus Deportivos","52","138","113","72","28","87","-"
"110","Nate Marcum - Fantasy In Frames","106","107","107","142","-","-","4"
"111","Robby Jeffries - The Fantasy Authority","48","128","122","99","-","12","-"
"112","Morgan Colby - The Fantasy Champions","139","97","104","118","-","-","-"
"113","Jaime Eisner - The Draft Network","90","111","124","134","42","98","-"
"114","Liz Loza - LizLoza_FF","93","129","96","119","56","19","-"
"115","Daniel Mader - Fantasy Football Advice Network","148","82","128","79","2","46","-"
"116","Mike Maher - FantasyPros","67","130","139","9","-","2","-"
"117","Nick Zylak - Fantasy Football Advice","95","131","116","48","83","1","-"
"118","Brandon Funston - The Athletic","98","99","135","136","-","-","-"
"119","Ryan Hicks - Belly Up Sports","135","127","76","103","-","-","-"
"120","John Hesterman - Dynasty League Football","125","117","118","78","-","-","-"
"121","Jose Ramon Llaca - Estadio Fantasy","112","93","143","130","-","30","-"
"122","Matt Harmon - Yahoo","116","123","121","86","74","18","-"
"123","Dan Larocca - Rotoballer","143","100","80","170","39","49","-"
"124","Heath Capps - Fake Teams","96","132","131","69","-","-","-"
"125","Joe Pisapia - FantasyPros","111","116","117","149","81","31","15"
"126","Jason Petropoulos - BRoto Fantasy","150","120","99","85","-","-","-"
"127","Adam Murfet - 5 Yard Rush","147","101","112","156","8","57","20"
"128","Scott Engel - RotoBaller","130","136","102","140","20","5","-"
"129","Elvin Ryan - FantasyPros","132","140","103","122","-","-","-"
"130","Donkey Teeth - Razzball","133","133","132","101","-","81","-"
"131","Michael Tomlin - Fantasy Six Pack","138","124","130","144","-","-","-"
"132","Jeff Smith - FantasyData","140","147","119","61","-","-","-"
"133","Michael Petropoulos - BRoto Fantasy","126","112","154","146","61","94","-"
"134","Corbin Young - FantasyData","160","121","129","91","-","-","-"
"135","Kelly Smelser - Punch Drunk Wonderland","151","142","127","90","60","90","12"
"136","Jordan Eisen - Field of Vision Sports","158","119","138","106","-","88","-"
"137","Tal Malachovsky - The Fantasy Scout","129","143","136","129","40","27","-"
"138","Brad Evans - Bally Sports","123","110","164","116","-","-","-"
"139","Site Rankings - FullTime Fantasy","128","146","157","6","84","6","23"
"140","Drew DeLuca - QB List","97","153","134","147","-","-","-"
"141","Kevin Tompkins - Rotoballer","157","113","152","133","70","59","-"
"142","Dan Yanotchko - EDSFootball","137","144","126","169","72","42","-"
"143","Raju Byfield - WinMyFantasyLeague","84","141","156","167","-","-","14"
"144","Nick Raducanu - Dr. Roto","169","134","125","104","-","-","-"
"145","Site Rankings - The FF Ghost","166","160","78","57","-","-","11"
"146","Jeff Paur - RTSports","161","149","140","59","69","82","-"
"147","Adrian Alpanseque - Estadio Fantasy","149","150","153","87","-","20","-"
"148","Scott Bogman - FantasyPros","131","151","147","154","-","-","16"
"149","Tyrell Maclachlan - True North Fantasy Football","144","158","133","125","-","-","-"
"150","Walter Cherepinsky - Walter Football","154","135","158","159","-","95","-"
"151","Ellis Johnson - Rotoballer","159","156","141","113","-","-","-"
"152","Kyle Cunningham-Rhoads - The Analyst","117","157","145","171","80","93","-"
"153","Husein Shabazz - SleeperWire","165","152","146","98","-","-","-"
"154","Tim Petropoulos - BRoto Fantasy","162","126","161","164","-","-","-"
"155","Mark Ringo - Sleepers and Busts","141","145","160","172","47","-","-"
"156","Tommy Molioo - The Undroppables","136","161","149","152","-","-","-"
"157","Ryan Weisse - Club Fantasy FFL","174","139","151","150","65","24","-"
"158","Marc Caviglia - Bruno Boys","167","155","150","100","15","48","-"
"159","Jordan Rains - The IDP Army","156","166","144","162","-","-","17"
"160","Tim Brosnan - Tim's Fantasy Tips","142","159","168","124","66","68","-"
"161","Jorge B. Edwards - Fantasy In Frames","172","154","155","168","48","-","18"
"162","Geoff Lambert - Going For 2","153","162","165","153","-","-","-"
"163","Lawrence Jackson - Fantasy Football Lord","145","163","167","166","-","-","-"
"164","Smitty - TheFantasyFootballShow","170","167","162","143","33","86","-"
"165","James Bryer - Gridiron Experts","164","164","166","160","-","-","-"
"166","Jeff Boggis - Fantasy Football Empire","171","169","159","161","71","11","21"
"167","Aaron Schill - FF Faceoff","168","168","163","165","-","-","-"
"168","Adam Pelletier - Sports Gambling Podcast Network","163","165","169","158","-","89","-"
"169","Huseyin Aksu - Fantasy Couch","176","171","172","157","58","66","-"
"170","Lenny Pappano - Draft Sharks","173","173","170","163","-","97","-"
"171","Seth Keller - Gridiron Experts","175","172","173","155","-","-","-"
"172","NaderSaba - SleeperWire","177","170","171","173","-","-","-"
"-","Jamey Eisenberg - CBS Sports","92","-","-","-","3","69","-"
"-","Site Projections - numberFire","53","-","-","-","21","14","-"
"-","Michael Fabiano - Sports Illustrated","39","-","-","-","54","52","-"
"-","Mike Krueger - FFToday","114","-","-","-","49","3","-"
"-","Dave Richard - CBS Sports","155","-","-","-","82","25","-"
"-","Matthew McCarthy - Gridiron Ratings","-","148","120","115","-","-","-"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","1"
"-","Bob Van Duser - Dynasty Rewind","-","-","-","-","-","-","22"
"-","Site Rankings - 4for4","-","-","-","-","-","-","19"
""
""
