"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"32","David Biggs - Drink Five","28","47","36","26","29","66","-"
"33","Jonathan Stone - The Hateful 8","50","40","23","40","10","46","-"
"34","Matthew Hill - DataForce Fantasy Football","13","39","46","72","-","-","-"
"35","Nick Mariano - RotoBaller","87","35","17","19","17","1","-"
"36","Jacob Hubman - The Fantasy Headliners","75","16","43","31","-","-","-"
"37","Jacob Dunne - SportsEthos","2","43","49","111","49","47","-"
"38","Andy Singleton - Expand The Boxscore","113","15","29","33","20","5","9"
"39","Matt Camp - Bleacher Report","34","37","53","42","-","-","-"
"40","Dan Clasgens - Get Sports Info","24","45","69","16","57","21","-"
"41","Justin Dodds - SleeperWire","29","32","42","105","42","-","-"
"42","Jake Ciely - The Athletic","63","10","76","45","-","9","-"
"43","Mick Ciallela - Fantrax","85","51","24","17","56","22","-"
"44","Chris Kennedy - Dr. Roto","105","33","21","60","39","4","-"
"45","Bill Enright - Sports Illustrated","122","48","7","70","-","-","-"
"46","Mauricio Gutierrez - Estadio Fantasy","9","52","59","85","15","38","-"
"47","Jacob Gibbs - SportsLine","48","62","30","41","-","-","-"
"48","Craig Phillips - FF Prophet","5","54","82","68","-","-","-"
"49","Chet Gresham - SB Nation","36","55","84","5","-","-","-"
"50","Donkey Teeth - Razzball","7","59","86","57","59","70","-"
"51","Tozzi Brothers - Legion Report","58","75","32","51","-","-","-"
"52","Nick Zylak - Fantasy Football Advice","57","67","44","56","8","8","-"
"53","Greg Smith - Superflex.Guide","47","66","40","99","13","16","-"
"54","Matt De Lima - DraftKings","62","30","75","92","-","-","4"
"55","Brandon Murchison - RotoBaller","78","34","73","50","24","36","-"
"56","Andrew Seifter - FantasyPros","53","84","35","32","9","27","-"
"57","Scott Pianowski - Yahoo","68","72","37","79","71","63","-"
"58","Jamie Calandro - RotoBaller","65","57","60","54","-","-","-"
"59","Donald Gibson - FantasyPros","76","64","45","75","-","-","-"
"60","Steven Pintado - The Fantasy Coaches","102","27","77","77","50","-","-"
"61","Jason Willan - Gridiron Experts","121","41","55","66","51","56","-"
"62","Jon Collins - Fantasy Sports LR","12","70","102","59","45","55","-"
"63","Michael Hauff - FF Faceoff","80","61","64","86","-","-","-"
"64","Tim Jablonski - The Hateful 8","73","74","65","48","6","25","-"
"65","Justin Sablich - 5th Down Fantasy","109","60","57","84","44","58","-"
"66","Heath Capps - Fake Teams","40","101","51","73","-","-","-"
"67","Anthony Cervino - FF Faceoff","69","68","89","39","-","-","-"
"68","Kyle Yates - Yates Fantasy Football","141","63","50","23","22","54","-"
"69","Seth Miller - Crossroads Fantasy Football","16","92","63","126","-","-","-"
"70","Seth Klein - Fantrax","51","80","72","81","-","-","-"
"71","Scott Smith - RotoViz","110","56","61","95","-","-","-"
"72","Neema Hodjat - Real GM","70","69","68","107","75","28","-"
"73","Zach Brunner - FlurrySports","132","50","47","127","58","23","-"
"74","Staff Rankings - Daily Roto","95","91","52","87","-","-","-"
"75","Derek Lofland - FantasyPros","82","86","93","43","43","68","-"
"76","Chris Meaney - FTN","91","49","101","112","-","51","-"
"77","Rudy Gamble - Razzball","35","96","97","101","63","6","-"
"78","Eric Moody - Pro Football Network","107","94","56","98","25","59","10"
"79","Frank Stampfl - CBS Sports","111","58","98","100","-","-","-"
"80","Matthew Betz - The Fantasy Footballers","61","117","90","13","-","61","-"
"81","Scott Engel - RotoBaller","88","88","71","109","76","53","-"
"82","Justin George - Take Your League","98","78","70","131","-","-","-"
"83","Andy Vanda - Take Your League","134","83","39","140","-","-","-"
"84","Elliot Berkovits - Packer Report","45","106","88","114","-","-","-"
"85","Todd D Clark - The Fantasy Fix","83","103","85","69","-","-","-"
"86","Pierre Camus - Fantasy Endgame","97","99","62","119","67","42","-"
"87","Mike Randle - FTN","81","115","74","83","-","-","-"
"88","Ryan Skolrud - SkullKing Sports","117","79","87","108","-","77","-"
"89","John Halpin - Carolina Panthers Radio Network","120","73","110","20","-","41","-"
"90","Tyler Orginski - JWB Fantasy Football","93","93","92","106","-","-","-"
"91","Brian Strait - FTLS Fantasy Football","126","113","78","46","-","-","-"
"92","Richard Savill - Fantasy Six Pack","56","134","81","2","64","81","-"
"93","Thor Akerley - Fantasy Team Advice","137","104","83","38","-","-","-"
"94","Staff Rankings - QB List","100","97","95","122","28","83","-"
"95","Andy Behrens - Yahoo","64","87","107","132","35","64","-"
"96","Site Rankings - FullTime Fantasy","52","108","105","93","-","-","-"
"97","Kevin Tompkins - Rotoballer","89","118","66","125","72","57","-"
"98","David Zach - FantasyPros","43","114","100","135","-","-","-"
"99","John Hesterman - Dynasty League Football","31","111","109","118","-","-","-"
"100","Mundo Fantasy MX - Mundo Fantasy","119","109","106","6","36","69","-"
"101","Scott Whitfield - Roto Rankings","118","110","80","104","-","-","-"
"102","Lawrence Jackson - Fantasy Football Lord","90","65","112","134","-","-","-"
"103","Matthew Freedman - Fantasy Life","66","112","96","136","-","-","-"
"104","Brandon Funston - The Athletic","74","85","111","117","-","-","-"
"105","Steven Spaccarotelli - SleeperWire","124","119","94","67","-","-","-"
"106","Dalton Del Don - Yahoo","151","31","108","145","19","15","-"
"107","Mike Harmon - Swollen Dome","49","122","115","62","38","86","-"
"108","Andrew Erickson - FantasyPros","86","125","67","133","-","-","-"
"109","Huseyin Aksu - Fantasy Couch","79","90","127","82","52","39","-"
"110","Site Rankings - The FF Ghost","106","121","91","124","-","-","7"
"111","Liz Loza - LizLoza_FF","103","102","118","61","61","80","-"
"112","Garret Price - Dynasty Nerds","27","82","129","141","-","-","-"
"113","Tim Petropoulos - BRoto Fantasy","133","98","116","37","-","-","-"
"114","Marc Caviglia - Bruno Boys","112","127","99","63","34","18","-"
"115","Kelly Smelser - Punch Drunk Wonderland","101","129","103","36","70","30","8"
"116","Michael Petropoulos - BRoto Fantasy","94","116","121","53","31","67","-"
"117","Drew DeLuca - QB List","129","128","79","116","16","-","-"
"118","Chris Dell - Betting Predators","115","89","113","144","7","49","-"
"119","Justin Weigal - Fantasy Sharks","138","76","122","120","32","73","-"
"120","Dan McLellan - WBLZ Media","116","100","117","129","-","-","-"
"121","Scott Spratt - FTN","44","71","142","113","-","-","-"
"122","Dan Yanotchko - EDSFootball","128","81","128","96","47","11","-"
"123","Jeff Paur - RTSports","140","105","104","130","73","65","-"
"124","Rich Piazza - Fantasy Shed","135","77","120","142","-","52","-"
"125","Doug Norrie - DFSR","139","107","123","52","-","20","-"
"126","Matt Schauf - Draft Sharks","142","120","114","121","-","-","14"
"127","Walter Cherepinsky - Walter Football","84","123","138","44","-","85","-"
"128","Isaiah Sirois - FantasyPros","55","124","135","138","-","-","-"
"129","Zachary Hanshew - FantasyPros","144","95","136","148","46","60","-"
"130","Dominick Petrillo - The Athletic","131","131","125","128","-","50","-"
"131","Michelle Magdziuk - BallBlast Podcast","125","126","131","137","-","44","-"
"132","Jason Petropoulos - BRoto Fantasy","92","130","140","103","-","-","-"
"133","Site Rankings - Gridiron Experts","104","139","119","139","-","-","-"
"134","Michael Tomlin - Fantasy Six Pack","145","135","126","90","-","-","-"
"135","Richard King - King Fantasy Sports","130","137","132","123","40","71","-"
"136","Tal Malachovsky - The Fantasy Scout","149","132","134","110","65","79","-"
"137","Matthew Bowe - Razzball","108","140","124","143","-","-","-"
"138","Jake Arthur - Sports Illustrated","143","142","130","74","-","-","-"
"139","Morgan Colby - The Fantasy Champions","146","136","137","146","-","-","-"
"140","Staff Rankings - Important Nonsense","147","141","141","10","62","82","-"
"141","Raju Byfield - WinMyFantasyLeague","42","138","145","115","-","-","12"
"142","Gerson Aguirre - Going For 2","150","143","139","102","-","-","-"
"143","John Ferguson - FantasyData","136","147","133","97","-","-","-"
"144","Matt MacCoy - FantasyTeamAdvice","60","144","146","76","-","-","-"
"145","Matt Harmon - Yahoo","155","145","143","147","60","75","-"
"146","Jonathan Hays - Fantasy Foresight","148","146","144","151","-","-","-"
"147","Kevin Roberts - Breaking Football","152","148","147","149","-","-","-"
"148","Smitty - TheFantasyFootballShow","154","149","148","94","-","84","-"
"149","Frank Bonincontri - Fantasy Wire HQ","153","150","149","150","66","74","-"
"-","Site Rankings - 4for4","-","-","-","-","-","-","5"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","1"
"-","Jordan Rains - The IDP Army","-","-","-","-","-","-","13"
"-","Site Projections - numberFire","77","-","-","-","48","32","-"
"-","Kate Magdziuk - Yahoo","127","133","-","14","-","-","-"
"-","Jeff Boggis - Fantasy Football Empire","123","-","-","78","53","17","-"
"-","Dave Richard - CBS Sports","30","-","-","-","37","10","-"
"-","Jamey Eisenberg - CBS Sports","22","-","-","-","54","33","-"
"-","Mike Krueger - FFToday","114","-","-","-","74","35","-"
""
""
