"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"56","Jacob Hubman - The Fantasy Headliners","72","56","59","47","-","-","-"
"57","Tyler Loechner - FTN","65","36","75","66","-","-","-"
"58","Michael Tomlin - Fantasy Six Pack","6","68","79","97","42","8","-"
"59","Matt Camp - Bleacher Report","52","47","66","92","16","29","-"
"60","Heath Capps - Fake Teams","71","59","60","56","-","90","-"
"61","Site Rankings - FullTime Fantasy","109","61","22","68","-","-","-"
"62","David Biggs - Drink Five","89","60","37","82","35","86","-"
"63","Justin Sablich - 5th Down Fantasy","83","19","69","106","25","28","-"
"64","Nick Humphreys - Fantasy Victors","111","57","42","35","67","82","-"
"65","Andy Vanda - Take Your League","91","76","30","60","-","-","-"
"66","Nick Zylak - Fantasy Football Advice","49","69","90","2","61","38","-"
"67","Scott Pianowski - Yahoo","63","71","52","98","66","63","-"
"68","Jason Willan - Gridiron Experts","69","75","31","104","47","24","-"
"69","Dennis Sosic - Fantasy Six Pack","67","67","62","75","51","61","-"
"70","Marc Caviglia - Bruno Boys","93","38","83","51","30","56","-"
"71","Rich Piazza - Fantasy Shed","55","95","43","96","-","4","-"
"72","Justin George - Take Your League","38","109","61","26","-","-","-"
"73","Mick Ciallela - Fantrax","114","88","14","83","18","25","-"
"74","Andy Behrens - Yahoo","104","54","82","19","19","71","-"
"75","Heath Cummings - CBS Sports","101","24","94","69","-","-","-"
"76","Brad Evans - Bally Sports","11","86","102","64","73","45","-"
"77","Chet Gresham - SB Nation","40","113","67","11","-","54","-"
"78","Brad Ziegler - The Athletic","31","90","92","57","-","-","-"
"79","Bart Wheeler - Hail to Fantasy Football","56","80","64","113","27","20","-"
"80","Dalton Del Don - Yahoo","53","83","101","9","26","6","-"
"81","Michael Hauff - FF Faceoff","86","65","88","79","-","-","-"
"82","Jason Longfellow - Razzball","70","96","68","81","37","27","-"
"83","Liz Loza - LizLoza_FF","88","77","93","44","65","72","-"
"84","Alan Harrison - The Fantasy Fix","81","101","86","5","-","-","-"
"85","Michael Florio - Rotoballer","78","93","80","84","72","39","-"
"86","Christian Brito - Eat.Sleep.Fantasy","105","70","81","102","56","73","-"
"87","Todd D Clark - The Fantasy Fix","106","92","76","63","-","-","-"
"88","Brian Strait - FTLS Fantasy Football","16","110","107","72","-","-","-"
"89","Jamie Calandro - RotoBaller","10","81","122","117","-","62","-"
"90","John Halpin - Carolina Panthers Radio Network","92","104","96","1","-","55","-"
"91","Kyle August - Fantasy Football Smackdown","96","122","57","6","-","-","-"
"92","Richard Savill - Fantasy Six Pack","120","64","74","114","52","21","-"
"93","Dale DeMott - Eat.Sleep.Fantasy","100","62","103","93","-","-","-"
"94","Andrew Seifter - FantasyPros","95","85","78","108","23","30","-"
"95","Mike Harmon - Swollen Dome","103","84","84","101","40","85","-"
"96","Jon Collins - Fantasy Sports LR","108","78","89","109","53","53","-"
"97","Andrew Erickson - FantasyPros","84","82","114","86","-","-","-"
"98","Seth McKinley - FF Fellas","125","115","63","45","-","-","-"
"99","Ryan Skolrud - SkullKing Sports","126","94","72","94","-","-","-"
"100","Kyle Yates - Yates Fantasy Football","117","121","71","43","-","-","-"
"101","Matthew Bowe - Razzball","98","87","112","107","-","-","-"
"102","Des Bieler - The Washington Post","99","99","110","91","57","49","-"
"103","Jeff Boggis - Fantasy Football Empire","94","89","98","126","69","76","-"
"104","Brandon Funston - The Athletic","87","117","91","122","-","-","-"
"105","Site Rankings - The FF Ghost","110","97","109","110","33","31","7"
"106","Staff Rankings - QB List","113","116","95","90","43","42","12"
"107","Jason Petropoulos - BRoto Fantasy","80","102","115","123","-","74","-"
"108","Pierre Camus - Fantasy Endgame","112","112","105","85","34","43","13"
"109","Walter Cherepinsky - Walter Football","43","129","108","41","-","2","-"
"110","Site Rankings - Gridiron Experts","107","111","104","115","-","-","-"
"111","Donald Gibson - FantasyPros","128","108","97","48","29","89","-"
"112","Scott Engel - RotoBaller","102","114","124","78","68","68","-"
"113","Mundo Fantasy MX - Mundo Fantasy","115","74","128","111","58","84","-"
"114","Mike Randle - FTN","15","128","120","125","-","-","-"
"115","Michael Petropoulos - BRoto Fantasy","123","106","125","71","-","78","-"
"116","Derek Lofland - FantasyPros","124","98","121","112","45","66","-"
"117","Husein Shabazz - SleeperWire","133","73","113","124","-","-","-"
"118","Kelly Smelser - Punch Drunk Wonderland","118","118","99","120","50","36","9"
"119","Scott Spratt - FTN","131","91","117","105","-","-","-"
"120","Kyle Cunningham-Rhoads - The Analyst","122","107","123","119","60","94","-"
"121","Raju Byfield - WinMyFantasyLeague","119","123","100","116","-","-","10"
"122","Matt Schauf - Draft Sharks","121","127","111","103","-","-","14"
"123","Dominick Petrillo - The Athletic","129","125","106","74","-","67","-"
"124","Bill Dubiel - RotoBaller","132","119","116","118","59","88","-"
"125","Dan Yanotchko - EDSFootball","116","126","127","128","41","41","-"
"126","Jeff Paur - RTSports","130","124","126","121","9","83","-"
"127","Ryan Hodge  - FantasyLabs","135","120","130","129","-","17","-"
"128","Kevin Roberts - Breaking Football","66","130","131","130","76","23","-"
"129","Smitty - TheFantasyFootballShow","134","131","129","127","-","9","-"
"-","Jamey Eisenberg - CBS Sports","85","-","-","-","70","92","-"
"-","Dave Richard - CBS Sports","127","-","-","-","48","91","-"
"-","Site Projections - numberFire","22","-","-","-","75","81","-"
"-","Mike Krueger - FFToday","29","-","-","-","71","93","-"
"-","Patrick Daugherty - Rotoworld","60","-","-","-","32","87","-"
"-","Huseyin Aksu - Fantasy Couch","61","105","118","-","21","80","-"
"-","Craig Phillips - FF Prophet","-","100","85","88","-","-","-"
"-","Jacob Herlin - FantasyPros","-","-","-","-","-","64","-"
"-","Walton Spurlin - FantasyPros","-","-","-","-","-","-","6"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","1"
"-","Site Rankings - 4for4","-","-","-","-","-","-","15"
"-","Mike Monk - IDP Monk","-","-","-","-","-","-","11"
""
""
